#,#CBRO,Categoria,Nome do táxon (com autoria),Nome do táxon (sem autoria),Autoria,Data,Totais,Ordem,Subordem,Infraordem,Parvordem,Superfamília,Família,Subfamília,Gênero,Espécie,Subespécie,Nome em Português,English Name,Status,Notas (português),Notes (English)
2775,CBRO#2808,Subespécie,"Dendrocolaptes picumnus picumnus Lichtenstein, 1820",Dendrocolaptes picumnus picumnus,Lichtenstein,1820,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,picumnus,picumnus,,,,,
2776,CBRO#2809,Subespécie,"Dendrocolaptes picumnus validus Tschudi, 1844",Dendrocolaptes picumnus validus,Tschudi,1844,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,picumnus,validus,,,,,
2777,CBRO#2811,Subespécie,"Dendrocolaptes picumnus pallescens Pelzeln, 1868",Dendrocolaptes picumnus pallescens,Pelzeln,1868,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,picumnus,pallescens,,,,,
2778,CBRO#2812,Espécie,"Dendrocolaptes hoffmannsi Hellmayr, 1909",Dendrocolaptes hoffmannsi,Hellmayr,1909,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,hoffmannsi,,arapaçu-marrom,Hoffmanns's Woodcreeper,"BR, En",,
2779,CBRO#2810,Espécie,"Dendrocolaptes transfasciatus Todd, 1925",Dendrocolaptes transfasciatus,Todd,1925,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,transfasciatus,,arapaçu-meio-barrado-do-xingu,Santarem Woodcreeper,"BR, En",Separado da espécie politípica D. picumnus com base em dados genéticos e morfológicos discutidos em Santana et al. (2020).,Split from the polytypic D. picumnus based on molecular and morphological evidence (Santana et al. 2020).
2780,CBRO#2813,Espécie,"Dendrocolaptes platyrostris Spix, 1825",Dendrocolaptes platyrostris,Spix,1825,2,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,platyrostris,,arapaçu-grande,Planalto Woodcreeper,BR,"Cabanne et al. (2011) demonstraram que, a despeito das diferenças significativas de plumagem entre as forma nominal e intermedius, elas são conectadas por altas taxas de fluxo gênico.","Cabanne et al. (2011) showed that, despite significant differences in plumage, nominate and intermedius are connected by high rates of gene flow."
2781,CBRO#2814,Subespécie,"Dendrocolaptes platyrostris intermedius Berlepsch, 1883",Dendrocolaptes platyrostris intermedius,Berlepsch,1883,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,platyrostris,intermedius,,,,,
2782,CBRO#2815,Subespécie,"Dendrocolaptes platyrostris platyrostris Spix, 1824",Dendrocolaptes platyrostris platyrostris,Spix,1824,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,platyrostris,platyrostris,,,,,
2783,CBRO#2833,Gênero,"Hylexetastes Sclater, 1889",Hylexetastes,Sclater,1889,3,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,,,,,,,
2784,CBRO#2834,Espécie,"Hylexetastes stresemanni Snethlage, 1925",Hylexetastes stresemanni,Snethlage,1925,3,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,stresemanni,,arapaçu-de-barriga-pintada,Bar-bellied Woodcreeper,BR,,
2785,CBRO#2835,Subespécie,"Hylexetastes stresemanni insignis Zimmer, 1934",Hylexetastes stresemanni insignis,Zimmer,1934,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,stresemanni,insignis,,,,,
2786,CBRO#2836,Subespécie,"Hylexetastes stresemanni stresemanni Snethlage, 1925",Hylexetastes stresemanni stresemanni,Snethlage,1925,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,stresemanni,stresemanni,,,,,
2787,CBRO#2837,Subespécie,"Hylexetastes stresemanni undulatus Todd, 1925",Hylexetastes stresemanni undulatus,Todd,1925,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,stresemanni,undulatus,,,,,
2788,CBRO#2838,Espécie,"Hylexetastes perrotii (Lafresnaye, 1844)",Hylexetastes perrotii,Lafresnaye,1844,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,perrotii,,arapaçu-de-bico-vermelho,Red-billed Woodcreeper,BR,,
2789,CBRO#2839,Espécie,"Hylexetastes uniformis Hellmayr, 1909",Hylexetastes uniformis,Hellmayr,1909,2,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,uniformis,,arapaçu-uniforme,Uniform Woodcreeper,BR,,
2790,CBRO#4974,Subespécie,"Hylexetastes uniformis uniformis Hellmayr, 1909",Hylexetastes uniformis uniformis,Hellmayr,1909,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,uniformis,uniformis,,,,,
2791,CBRO#2840,Subespécie,"Hylexetastes uniformis brigidai Silva, Novaes & Oren, 1996",Hylexetastes uniformis brigidai,"Silva, Novaes & Oren",1996,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,uniformis,brigidai,,,,Azuaje‐Rodríguez et al. (2020) fornecem as evidências para o tratamento de H. brigidai como subespécie de H. uniformis.,Azuaje‐Rodríguez et al. (2020) provided evidence for treating H. brigidai as a subspecies of H. uniformis.
2792,CBRO#2816,Gênero,"Xiphocolaptes Lesson, 1840",Xiphocolaptes,Lesson,1840,5,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,,,,,,,
2793,CBRO#2817,Espécie,"Xiphocolaptes promeropirhynchus (Lesson, 1840)",Xiphocolaptes promeropirhynchus,Lesson,1840,3,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,promeropirhynchus,,arapaçu-vermelho,Strong-billed Woodcreeper,BR,,
2794,CBRO#2819,Subespécie,"Xiphocolaptes promeropirhynchus orenocensis Berlepsch & Hartert, 1902",Xiphocolaptes promeropirhynchus orenocensis,Berlepsch & Hartert,1902,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,promeropirhynchus,orenocensis,,,,,
2795,CBRO#2820,Subespécie,"Xiphocolaptes promeropirhynchus berlepschi Snethlage, 1908",Xiphocolaptes promeropirhynchus berlepschi,Snethlage,1908,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,promeropirhynchus,berlepschi,,,,,
2796,CBRO#2821,Subespécie,"Xiphocolaptes promeropirhynchus paraensis Pinto, 1945",Xiphocolaptes promeropirhynchus paraensis,Pinto,1945,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,promeropirhynchus,paraensis,,,,,
2797,CBRO#2822,Espécie,"Xiphocolaptes carajaensis Silva, Novaes & Oren, 2002",Xiphocolaptes carajaensis,"Silva, Novaes & Oren",2002,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,carajaensis,,arapaçu-do-carajás,Carajas Woodcreeper,"BR, En",Alternativamente tratada como subespécie de X. promeropirhynchus (Marantz et al. 2003).,Also treated as a subspecies of X. promeropirhynchus (Marantz et al. 2003).
2798,CBRO#2823,Espécie,"Xiphocolaptes falcirostris (Spix, 1824)",Xiphocolaptes falcirostris,Spix,1824,2,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,falcirostris,,arapaçu-do-nordeste,Moustached Woodcreeper,"BR, En",,
2799,CBRO#2824,Subespécie,"Xiphocolaptes falcirostris falcirostris (Spix, 1824)",Xiphocolaptes falcirostris falcirostris,Spix,1824,,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,falcirostris,falcirostris,,,,,
