cbro_code,nvt,name_ptbr,name_english,status,list_type,category,order,suborder,infraorder,parvorder,superfamily,family,subfamily,genera,species,popular_2015,technical_2015,english_cbro_2015,species_code,name_sci,range,name_spanish,name_german,name_italian,name_french,name_czech,name_danish,name_dutch,name_estonian,name_finnish,name_hungarian,name_chinese,name_japanese,name_norwegian,name_polish,name_russian,name_slovak,name_swedish
CBRO#0105,Anas georgica,marreca-parda,Yellow-billed Pintail,BR; VI (W),1 Primária,09 Espécie,Anseriformes,,,,,Anatidae,Anatinae,Anas,georgica,marreca-parda,Anas georgica,Yellow-billed Pintail,yebpin1,Anas georgica,,Anade Maicero,Spitzschwanzente,Codone beccogiallo,Canard à queue pointue,ostralka žlutozobá,Sydlig Spidsand,Zuid-Amerikaanse Pijlstaart,koldnokk-soopart,suippopyrstösorsa,déli-georgiai nyílfarkúréce,黄嘴针尾鸭,キバシオナガガモ,Spisshaleand,rożeniec żółtodzioby,Желтоклювая шилохвость,kačica jazerná,Gulnäbbad stjärtand
CBRO#0102,Anas flavirostris,marreca-pardinha,Yellow-billed Teal,BR,1 Primária,09 Espécie,Anseriformes,,,,,Anatidae,Anatinae,Anas,flavirostris,marreca-pardinha,Anas flavirostris,Yellow-billed Teal,yebtea1,Anas flavirostris,,Cerceta Barcina,Andenente,Alzavola marezzata,Sarcelle tachetée,čírka kropenatá,Gulnæbbet Krikand,Chileense Taling,koldnokk-piilpart,harmaatavi,dél-amerikai csörgő réce,黄嘴鸭,キバシコガモ,Gulnebbkrikkand,cyraneczka żółtodzioba,Желтоклювый чирок,kačica žltozobá,Gulnäbbad kricka
CBRO#0117,Netta erythrophthalma,paturi-preta,Southern Pochard,BR,1 Primária,09 Espécie,Anseriformes,,,,,Anatidae,Anatinae,Netta,erythrophthalma,paturi-preta,Netta erythrophthalma,Southern Pochard,soupoc1,Netta erythrophthalma,,Pato Morado,Rotaugenente,Fistione bruno,Nette brune,zrzohlávka rudooká,Rødøjet And,Bruine Krooneend,savannivart,ruskonarsku,feketefejű üstökösréce,灰嘴潜鸭,ネッタイハジロ,Fløyelsand,hełmiatka czerwonooka,Красноглазый нырок,hrdzavka červenooká,Sydlig brunand
CBRO#0119,Netta peposaca,marrecão,Rosy-billed Pochard,VI (W); BR,1 Primária,09 Espécie,Anseriformes,,,,,Anatidae,Anatinae,Netta,peposaca,marrecão,Netta peposaca,Rosy-billed Pochard,robpoc1,Netta peposaca,Lowlands of se Brazil to s Argentina and Chile,Pato Picazo,Rosenschnabelente,Fistione beccoroseo,Nette demi-deuil,zrzohlávka peposaka,Peposakand,Peposaka-eend,pampavart,kyhmynarsku,peposaca réce,粉嘴潜鸭,ベニバシガモ,Peposacaand,hełmiatka różowodzioba,Пампасный нырок,hrdzavka peposaka,Peposacaand
CBRO#0121,Mergus octosetaceus,pato-mergulhão,Brazilian Merganser,BR,1 Primária,09 Espécie,Anseriformes,,,,,Anatidae,Anatinae,Mergus,octosetaceus,pato-mergulhão,Mergus octosetaceus,Brazilian Merganser,bramer1,Mergus octosetaceus,S-central South America (Paraguai-Paraná drainage system),Serreta Brasileña,Dunkelsäger,Smergo del Brasile,Harle huppard,morčák paranský,Brasiliansk Skallesluger,Braziliaanse Zaagbek,brasiilia koskel,brasiliankoskelo,füstös bukó,褐秋沙鸭,クロアイサ,Brasilfiskand,tracz brazylijski,Бразильский крохаль,potápač tmavý,Amazonskrake
CBRO#0123,Heteronetta atricapilla,marreca-de-cabeça-preta,Black-headed Duck,BR; VI# (W),1 Primária,09 Espécie,Anseriformes,,,,,Anatidae,Anatinae,Heteronetta,atricapilla,marreca-de-cabeça-preta,Heteronetta atricapilla,Black-headed Duck,blhduc1,Heteronetta atricapilla,Lowlands of s South America,Pato Rinconero,Kuckucksente,Gobbo testanera,Hétéronette à tête noire,kachnice černohlavá,Snylteand,Koekoekseend,nugipart,loissorsa,kakukkréce,黑头鸭,ズグロガモ,Gjøkand,pasożytka,Черноголовая утка,zanášavka čiernohlavá,Svarthuvad and
CBRO#0125,Nomonyx dominicus,marreca-caucau,Masked Duck,BR,1 Primária,09 Espécie,Anseriformes,,,,,Anatidae,Anatinae,Nomonyx,dominicus,marreca-caucau,Nomonyx dominicus,Masked Duck,masduc,Nomonyx dominicus,northeastern Mexico south; west of the Andes; to western Ecuador; and; east of the Andes; to northern Argentina and Brazil; West Indies,Malvasía Enmascarada,Maskenruderente,Gobbo mascherato,Érismature routoutou,kachnice škrabošková,Maskeskarveand,Maskerstekelstaart,väike-händpart,naamiokuparisorsa,feketearcú réce,花脸硬尾鸭,メンカブリオタテガモ,Maskeand,sterniczka maskowa,Масковая савка,potápnica malá,Vitvingad kopparand
CBRO#0127,Oxyura vittata,marreca-rabo-de-espinho,Lake Duck,VI# (S),1 Primária,09 Espécie,Anseriformes,,,,,Anatidae,Anatinae,Oxyura,vittata,marreca-rabo-de-espinho,Oxyura vittata,Lake Duck,lakduc1,Oxyura vittata,S Argentina and Chile; winters north to s Brazil and Paraguay,Malvasía Argentina,Bindenruderente,Gobbo lacustre,Érismature ornée,kachnice argentinská,Argentinsk Skarveand,Argentijnse Stekelstaart,argentiina händpart,argentiinankuparisorsa,argentin kékcsőrű réce,南美硬尾鸭,コバシオタテガモ,Trommeand,sterniczka argentyńska,Патагонская савка,potápnica argentínska,Argentinsk kopparand
CBRO#0131,Penelope marail,jacumirim,Marail Guan,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Penelope,marail,jacumirim,Penelope marail,Marail Guan,margua1,Penelope marail,,Pava Marail,Marailguan,Guan marail,Pénélope marail,guan guyanský,Cayennepenelopehøne,Marailsjakohoen,läik-lotthoko,viherselkäsaku,,绿背冠雉,マレイルシャクケイ,Marailhokko,penelopa gujańska,Кайеннская пенелопа,šuan marail,Marailguan
CBRO#0134,Penelope superciliaris,jacupemba,Rusty-margined Guan,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Penelope,superciliaris,jacupemba,Penelope superciliaris,Rusty-margined Guan,rumgua1,Penelope superciliaris,,Pava Yacupemba,Weißstirnguan,Guan alirossicce,Pénélope péoa,guan čárkovaný,Rustrandet Penelopehøne,Witvoorhoofdsjakohoen,brasiilia lotthoko,ruostesaku,,眉纹冠雉,チャバネシャクケイ,Brasilhokko,penelopa krzykliwa,Рыжебокая пенелопа,šuan krikľavý,Blåkindad guan
CBRO#0141,Penelope jacquacu,jacu-de-spix,Spix's Guan,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Penelope,jacquacu,jacu-de-spix,Penelope jacquacu,Spix's Guan,spigua1,Penelope jacquacu,,Pava Amazónica,Spixguan,Guan di Spix,Pénélope de Spix,guan rezavobřichý,Spix´ Penelopehøne,Spix' Sjakohoen,häälis-lotthoko,amazoniansaku,,棕胸冠雉,アマゾンシャクケイ,Jungelhokko,penelopa zielonawa,Спиксова пенелопа,šuan jakuaku,Spixguan
CBRO#0145,Penelope obscura,jacuguaçu,Dusky-legged Guan,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Penelope,obscura,jacuguaçu,Penelope obscura,Dusky-legged Guan,dulgua1,Penelope obscura,,Pava Oscura,Bronzeguan,Guan zampescure,Pénélope yacouhou,guan tmavonohý,Mørkbenet Penelopehøne,Grijspootsjakohoen,tõmmu-lotthoko,tummajalkasaku,,乌腿冠雉,クロアシシャクケイ,Sothokko,penelopa ciemnonoga,Бронзовая пенелопа,šuan tmavý,Mörkbent guan
CBRO#0148,Penelope pileata,jacupiranga,White-crested Guan,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Penelope,pileata,jacupiranga,Penelope pileata,White-crested Guan,whcgua1,Penelope pileata,Amazonian Brazil (lower Rio Madeira to Rio Tapajós),Pava Crestiblanca,Weißschopfguan,Guan crestabianca,Pénélope à poitrine rousse,guan pestrý,Hvidtoppet Penelopehøne,Witkuifsjakohoen,ruskepugu-lotthoko,valkotöyhtösaku,fehérkontyos sakutyúk,彩冠雉,シロガシラシャクケイ,Rustnakkehokko,penelopa piskliwa,Белохохлая пенелопа,šuan hrdzavoprsý,Vitkronad guan
CBRO#0149,Penelope ochrogaster,jacu-de-barriga-castanha,Chestnut-bellied Guan,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Penelope,ochrogaster,jacu-de-barriga-castanha,Penelope ochrogaster,Chestnut-bellied Guan,chbgua1,Penelope ochrogaster,Lowlands of e Brazil (west to Mato Grosso),Pava Ventrirrufa,Rotbrustguan,Guan panciacastana,Pénélope à ventre roux,guan středobrazilský,Kastanjebuget Penelopehøne,Rossig Sjakohoen,ruskekõht-lotthoko,ruskovatsasaku,vöröshasú sakutyúk,栗腹冠雉,アカハラシャクケイ,Sumphokko,penelopa bagienna,Рыжебрюхая пенелопа,šuan mokrinový,Rostbukad guan
CBRO#0150,Penelope jacucaca,jacucaca,White-browed Guan,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Penelope,jacucaca,jacucaca,Penelope jacucaca,White-browed Guan,whbgua1,Penelope jacucaca,Interior ne Brazil (Ceará and Paraíba to Bahia),Pava Yacucaca,Weißbrauenguan,Guan cigliabianche,Pénélope à front blanc,guan jakukaka,Hvidbrynet Penelopehøne,Witbrauwsjakohoen,valgekulm-lotthoko,valkokulmasaku,,白眉冠雉,マミジロシャクケイ,Hvitbrynhokko,penelopa białobrewa,Белолобая пенелопа,šuan čelenkový,Vitbrynad guan
CBRO#0152,Aburria cumanensis,jacutinga-de-garganta-azul,Blue-throated Piping-Guan,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Aburria,cumanensis,jacutinga-de-garganta-azul,Aburria cumanensis,Blue-throated Piping-Guan,,,,Pava Goliazul,Blaukehlguan,Guan fischiatore golablu,Pénélope à gorge bleue,guan modrohrdlý,Blåstrubet Fløjtehøne,Blauwkeelgoean,läik-pugalhoko,sinikurkkusaku,kéktorkú guán,蓝喉鸣冠雉,アオノドナキシャクケイ,Blåstrupehokko,grdacz modrogardły,Голубогорлая абурри,morkovec modrohrdlý,Blåstrupig pipguan
CBRO#0155,Aburria cujubi,cujubi,Red-throated Piping-Guan,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Aburria,cujubi,cujubi,Aburria cujubi,Red-throated Piping-Guan,,,,Pava Cuyubí,Rotkehlguan,Guan fischiatore golarossa,Pénélope cujubi,guan červenohrdlý,Rødstrubet Fløjtehøne,Roodkeelgoean,amasoonia pugalhoko,punakurkkusaku,vöröstorkú guán,红喉鸣冠雉,アカノドナキシャクケイ,Rødstrupehokko,grdacz czerwonogardły,Обыкновенная абурри,morkovec červenohrdlý,Rödstrupig pipguan
CBRO#0158,Aburria jacutinga,jacutinga,Black-fronted Piping-Guan,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Aburria,jacutinga,jacutinga,Aburria jacutinga,Black-fronted Piping-Guan,bfpgua1,Pipile jacutinga,E Brazil (Bahia) to se Paraguay and ne Argentina,Pava Yacutinga,Schwarzmaskenguan,Guan fischiatore frontenera,Pénélope à front noir,guan černočelý,Sortpandet Fløjtehøne,Zwartmaskergoean,palmi-pugalhoko,mustaotsasaku,pápaszemes guán,黑额鸣冠雉,カオグロナキシャクケイ,Svartpannehokko,grdacz czarnoczelny,Чернолобая абурри,morkovec čiernočelý,Svartpannad pipguan
CBRO#0160,Ortalis canicollis,aracuã-do-pantanal,Chaco Chachalaca,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Ortalis,canicollis,aracuã-do-pantanal,Ortalis canicollis,Chaco Chachalaca,chacha1,Ortalis canicollis,,Chachalaca Charata,Chacoguan,Ciacialaca del chaco,Ortalide du Chaco,čačalaka šedokrká,Chacochachalaca,Chacochachalaca,lõuna-tšatšalaka,mustaotsakaklattaja,szürkenyakú erdeityúk,乔科小冠雉,アカオヒメシャクケイ,Chacohokko,czakalaka bura,Чачалака,šuan sivokrký,Gråhalsa chachalaca
CBRO#0162,Ortalis guttata,aracuã-pintado,Speckled Chachalaca,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Ortalis,guttata,aracuã-pintado,Ortalis guttata,Speckled Chachalaca,specha3,Ortalis guttata,,Chachalaca Moteada,Tüpfelguan,Ciacialaca marezzato,Ortalide maillée,čačalaka šupinatá,Spættet Chachalaca,Gevlekte Chachalaca,kiripugu-tšatšalaka,suomukaklattaja,,鳞斑小冠雉,ブラジルヒメシャクケイ,Buskhokko,czakalaka kreskowana,Полосатая чачалака,šuan perlavý,Spräcklig chachalaca
CBRO#0165,Ortalis remota,aracuã-guarda-faca,Pinto's Chachalaca,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Ortalis,remota,,Ortalis guttata remota,,specha5,Ortalis guttata remota,southeastern Brazil (eastern Mato Grosso do Sul and northern São Paulo),,,,,,,,,,,,,,,,,
CBRO#0166,Ortalis araucuan,aracuã-de-barriga-branca,East Brazilian Chachalaca,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Ortalis,araucuan,aracuã-de-barriga-branca,Ortalis araucuan,East Brazilian Chachalaca,specha2,Ortalis araucuan,E Brazil,Chachalaca Brasilieño,Weißbauch-Tüpfelguan,Ciacialaca brasiliano,Ortalide araucua,,Brasiliansk Chachalaca,Oost-Braziliaanse Chachalaca,,,,东巴西小冠雉,,,czakalaka brunatna,,šuan retoko,
CBRO#0167,Ortalis squamata,aracuã-escamoso,Scaled Chachalaca,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Ortalis,squamata,aracuã-escamoso,Ortalis squamata,Scaled Chachalaca,specha4,Ortalis squamata,SE Brazil,Chachalaca Escamado,Schuppenguan,,Ortalide écaillée,,Skællet Chachalaca,Geschubde Chachalaca,,,,点斑小冠雉,,,czakalaka łuskowana,,šuan šupinatý,
CBRO#0168,Ortalis motmot,aracuã-pequeno,Variable Chachalaca,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Ortalis,motmot,aracuã-pequeno,Ortalis motmot,Variable Chachalaca,varcha1,Ortalis motmot,Guianas to s Venezuela and n Amazonian Brazil,Chachalaca Motmot,Motmotguan,Ciacialaca minore,Ortalide motmot,čačalaka guyanská,Lille Chachalaca,Kleine Chachalaca,väike-tšatšalaka,amazoniankaklattaja,,小冠雉,カワリヒメシャクケイ,Guyanahokko,czakalaka rdzawa,Малая чачалака,šuan paraka,Motmotchachalaca
CBRO#0170,Ortalis ruficeps,aracuãzinho,Chestnut-headed Chachalaca,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Ortalis,ruficeps,,Ortalis motmot ruficeps,,varcha3,Ortalis ruficeps,N-central Brazil (south of the Amazon),,,,,,,,,,,,,,,,,
CBRO#0171,Ortalis superciliaris,aracuã-de-sobrancelhas,Buff-browed Chachalaca,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Ortalis,superciliaris,aracuã-de-sobrancelhas,Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,Ortalis superciliaris,NE Brazil south of the Amazon (Pará to Piauí and n Goiás),Chachalaca Cejuda,Gelbbrauenguan,Ciacialaca cigliacamoscio,Ortalide à sourcils,čačalaka světlebrvá,Lysbrynet Chachalaca,Geelbrauwchachalaca,kahkkulm-tšatšalaka,vaaleakulmakaklattaja,,黄眉小冠雉,アマゾンヒメシャクケイ,Blekbrynhokko,czakalaka jasnobrewa,,šuan obočnatý,Beigebrynad chachalaca
CBRO#0173,Nothocrax urumutum,urumutum,Nocturnal Curassow,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Nothocrax,urumutum,urumutum,Nothocrax urumutum,Nocturnal Curassow,noccur1,Nothocrax urumutum,Humid s Venezuela to ne Peru and w Amazonian Brazil,Paují Nocturno,Rothokko,Hocco notturno,Hocco nocturne,hoko noční,Nathokko,Nachthokko,ööhoko,yöhokko,bagolyhokkó,夜冠雉,カンムリホウカンチョウ,Brunhokko,czubacz rdzawy,Красный гокко,hoko malý,Natthocko
CBRO#0175,Crax alector,mutum-poranga,Black Curassow,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Crax,alector,mutum-poranga,Crax alector,Black Curassow,blacur1,Crax alector,,Pavón Guayanés,Glattschnabelhokko,Hocco nero,Hocco alector,hoko pospolitý,Kamhokko,Zwarte Hokko,guajaana hoko,isohokko,fekete hokkó,黑凤冠雉,メスグロホウカンチョウ,Trollhokko,czubacz kędzierzawy,Хохлатый кракс,hoko čierny,Svart hocko
CBRO#0178,Crax globulosa,mutum-de-fava,Wattled Curassow,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Crax,globulosa,mutum-de-fava,Crax globulosa,Wattled Curassow,watcur1,Crax globulosa,Humid se Colombia to n Bolivia and w Amazonian Brazil,Pavón Carunculado,Karunkelhokko,Hocco dai bargigli,Hocco globuleux,hoko korunkatý,Gullappet Hokko,Knobbelhokko,punasagar-hoko,punahelttahokko,pirosbütykös hokkó,肉垂凤冠雉,ホオダレホウカンチョウ,Rødknopphokko,czubacz koralowy,Серёжчатый кракс,hoko korunkatý,Gulflikig hocko
CBRO#0179,Crax fasciolata,mutum-de-penacho,Bare-faced Curassow,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Crax,fasciolata,mutum-de-penacho,Crax fasciolata,Bare-faced Curassow,bafcur1,Crax fasciolata,,Pavón Muitú,Nacktgesichthokko,Hocco faccianuda,Hocco à face nue,hoko žlutozobý,Nøgenmasket Hokko,Maskerhokko,palehoko,kaljunaamahokko,csupaszarcú hokkó,裸面凤冠雉,ハゲガオホウカンチョウ,Krøllhokko,czubacz gołolicy,Гололицый кракс,hoko kučeravý,Gulnäbbad hocko
CBRO#0183,Crax blumenbachii,mutum-de-bico-vermelho,Red-billed Curassow,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Crax,blumenbachii,mutum-de-bico-vermelho,Crax blumenbachii,Red-billed Curassow,rebcur1,Crax blumenbachii,Lowland forests of se Brazil (on verge of extinction),Pavón Piquirrojo,Rotschnabelhokko,Hocco beccorosso,Hocco de Blumenbach,hoko červenolaločnatý,Rødnæbbet Hokko,Roodsnavelhokko,bahia hoko,punanokkahokko,piroscsőrű hokkó,红嘴凤冠雉,アカハシホウカンチョウ,Krushokko,czubacz czerwonodzioby,Красноклювый кракс,hoko červenozobý,Rödnäbbad hocko
CBRO#0185,Pauxi tomentosa,mutum-do-norte,Crestless Curassow,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Pauxi,tomentosa,mutum-do-norte,Pauxi tomentosa,Crestless Curassow,crecur2,Mitu tomentosum,Guyana to s Venezuela; e Colombia and adjacent nw Brazil,Paují Culicastaño,Samthokko,Hocco senzacresta,Hocco de Spix,hoko pruhoocasý,Topløs Hokko,Kleine Mesbekpauwies,jõgihoko,samettihokko,,无冠盔嘴雉,コチャバラホウカンチョウ,Elvehokko,czubacz rdzawosterny,Малый хохлатый кракс,hoko hnedobruchý,Släthuvad hocko
CBRO#0186,Pauxi tuberosa,mutum-cavalo,Razor-billed Curassow,BR,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Pauxi,tuberosa,mutum-cavalo,Pauxi tuberosa,Razor-billed Curassow,rabcur2,Mitu tuberosum,Tropical se Colombia to n Bolivia and Amazonian Brazil,Paují Tuberoso,Amazonashokko,Hocco becco a rasoio,Hocco tuberculé,hoko amazonský,Kamnæbshokko,Mesbekpauwies,kühmnokk-hoko,kyhmyhokko,amazonasi hokkó,巨嘴盔嘴雉,アマゾンホウカンチョウ,Kamnebbhokko,czubacz brzytwodzioby,Бритвоклювый кракс,hoko oblozobý,Knivhocko
CBRO#0187,Pauxi mitu,mutum-do-nordeste,Alagoas Curassow,BR; En,1 Primária,09 Espécie,Galliformes,,,,,Cracidae,,Pauxi,mitu,mutum-do-nordeste,Pauxi mitu,Alagoas Curassow,alacur1,Mitu mitu,Coastal e Brazil (Alagoas); extinct in wild,Paují de Alagoas,Mituhokko,Hocco di Alagoas,Hocco mitou,hoko mitu,Alagoashokko,Alagoasmesbekpauwies,suurnokk-hoko,alagoasinhokko,csupaszfülű mitu,阿拉戈盔嘴雉,チャバラホウカンチョウ,Alagoashokko,czubacz garbonosy,Миту,hoko mitu,Alagoashocko
CBRO#0190,Colinus cristatus,uru-do-campo,Crested Bobwhite,BR,1 Primária,09 Espécie,Galliformes,,,,,Odontophoridae,,Colinus,cristatus,uru-do-campo,Colinus cristatus,Crested Bobwhite,crebob1,Colinus cristatus,,Colín Crestudo,Haubenwachtel,Colino crestato,Colin huppé,křepel chocholatý,Toptrævagtel,Kuifbobwhite,lõuna-nurmvutt,töyhtöviiriäinen,,冠齿鹑,カンムリコリン,Sørkrattvaktel,przepiór zmienny,Хохлатая американская куропатка,prepelka chochlatá,Kronvaktel
CBRO#0193,Odontophorus gujanensis,uru-corcovado,Marbled Wood-Quail,BR,1 Primária,09 Espécie,Galliformes,,,,,Odontophoridae,,Odontophorus,gujanensis,uru-corcovado,Odontophorus gujanensis,Marbled Wood-Quail,mawqua1,Odontophorus gujanensis,,Corcovado Común,Marmorwachtel,Quaglia boschereccia marmorizzata,Tocro de Guyane,křepel mramorovaný,Brun Tandvagtel,Gemarmerde Tandkwartel,pruun-selvavutt,marmoriviiriäinen,,云斑林鹑,ギアナウズラ,Bruntannvaktel,przepiór marmurkowy,Мраморный лесной перепел,prepelka mramorovaná,Marmorvaktel
CBRO#0196,Odontophorus capueira,uru,Spot-winged Wood-Quail,BR,1 Primária,09 Espécie,Galliformes,,,,,Odontophoridae,,Odontophorus,capueira,uru,Odontophorus capueira,Spot-winged Wood-Quail,swwqua1,Odontophorus capueira,,Corcovado Urú,Capueirawachtel,Quaglia boschereccia alimacchiate,Tocro uru,křepel šedobřichý,Pletvinget Tandvagtel,Grijze Tandkwartel,hall-selvavutt,täpläsiipiviiriäinen,foltosszárnyú fogasfürj,斑翅林鹑,ジャネイロウズラ,Gråtannvaktel,przepiór brazylijski,Пестрокрылый лесной перепел,prepelka sivobruchá,Fläckvingad marmorvaktel
CBRO#0199,Odontophorus stellatus,uru-de-topete,Starred Wood-Quail,BR,1 Primária,09 Espécie,Galliformes,,,,,Odontophoridae,,Odontophorus,stellatus,uru-de-topete,Odontophorus stellatus,Starred Wood-Quail,stwqua1,Odontophorus stellatus,Tropical forests of w Amazon basin,Corcovado Estrellado,Sternwachtel,Quaglia boschereccia stellata,Tocro étoilé,křepel hvězdičkový,Perutandvagtel,Stippelborsttandkwartel,paruk-selvavutt,tähtiviiriäinen,,黄眼斑林鹑,ホシウズラ,Stjernetannvaktel,przepiór rdzawobrzuchy,Звездчатый лесной перепел,prepelka hviezdičkatá,Stjärnmarmorvaktel
